Report Number,Street Prefix,Street Name,Street Suffix,Intersecting Block Number,Intersecting Street Prefix,Intersecting Street Name,Intersecting Street Suffix,Street Description,At An Intersection,Intersecting Street Description,Crash Date/Time,Fatality,Hit And Run,Location
18-94845,E,EAST,FWY,0,,OAKLAND,BLVD,,FALSE,,10/23/2018 16:52,FALSE,FALSE,"(0, 0)"
18-94290,,VAUGHN,BLVD,3100,,H,AVE,,TRUE,,10/21/2018 19:31,FALSE,FALSE,"(32.72847, -97.27959)"
18-96886,N,HENDERSON,ST,800,W,BELKNAP,ST,,FALSE,,10/30/2018 6:18,FALSE,FALSE,"(32.75521, -97.33962)"
18-97034,,RAY WHITE,RD,5200,N,TARRANT,PKWY,,FALSE,,10/30/2018 15:10,FALSE,FALSE,"(32.89608, -97.27254)"
180093772,W,RENDON CROWLEY,RD,12400,S,FREEWAY,FWY,,TRUE,,10/19/2018 20:39,FALSE,FALSE,"(32.57853, -97.31254)"
18-95817,,SOUTH,FWY,600,E,HATTIE,ST,,FALSE,,10/26/2018 16:36,FALSE,TRUE,"(32.73749, -97.32036)"
18-95841,,CAMP BOWIE,BLVD,2882,,BOURINES,ST,,TRUE,,10/26/2018 17:57,FALSE,TRUE,"(32.7327, -97.4043)"
18-95822,,SOUTH,FWY,81,,GARDEN ACRES,DR,,FALSE,,10/26/2018 15:53,FALSE,FALSE,"(32.60234, -97.31981)"
180095815,,EAST,FWY,100,S,JENNINGS,AVE,,FALSE,,10/26/2018 16:45,FALSE,FALSE,"(32.74499, -97.32417)"
180097019,E,BERRY,,3300,,BISHOP,ST,,TRUE,,10/30/2018 12:40,FALSE,TRUE,"(32.70187, -97.36776)"
18-95814,,MEADOW CREEK,DR,2700,,SAGEHILL,DR,,TRUE,,10/26/2018 16:30,FALSE,FALSE,"(32.63454, -97.3615)"
180095906,,SYCAMORE SCHOOL,RD,7400,,CLEBURNE,RD,,TRUE,,10/26/2018 19:00,FALSE,TRUE,"(32.63542, -97.38071)"
180095920,,NORTH SOUTH FWY SR NB,,1068,E,LANCASTER,AVE,,FALSE,,10/26/2018 22:11,FALSE,FALSE,"(32.74563, -97.31967)"
18-95798,,NORTH FWY,FWY,0,,ALLIANCE GATEWAY,FWY,,TRUE,,10/26/2018 15:45,FALSE,FALSE,"(32.95972, -97.31115)"
180096131,NE,28TH,ST,2800,N,SYLVANIA,AVE,TWO WAY ROAD,FALSE,TWO WAY ROAD,10/27/2018 19:45,FALSE,TRUE,"(32.79703, -97.37375)"
18-95665,,HEMPHILL,ST,700,E,ALLEN,AVE,,FALSE,,10/26/2018 7:28,FALSE,FALSE,"(32.72565, -97.33159)"
18-95672,,HIGH,ST,3100,,5TH,AVE,,TRUE,,10/26/2018 8:00,FALSE,FALSE,"(32.70551, -97.33824)"
18-95732,W,IH 20,FWY,5500,,HEMPHILL,ST,W IH20 FWY WB,FALSE,LOCAL ROAD,10/26/2018 11:36,FALSE,FALSE,"(0, 0)"
18-95773,S,HULEN,ST,4930,,SOUTH,DR,,TRUE,,10/26/2018 14:52,FALSE,TRUE,"(32.32677, -97.39954)"
18-95727,,JAMES AVE,,1700,,SOUTHWEST LOOP SR,,,FALSE,,10/26/2018 9:30,FALSE,TRUE,"(32.66694, -97.34506)"
18-95775,,SOUTHWEST LOOP 820,FWY,4500,S,HULEN,ST,,FALSE,,10/26/2018 15:20,FALSE,TRUE,"(32.68381, -97.39851)"
18-95715,,SOUTHWEST LOOP 820,FWY,5200,,MC CART,AVE,,FALSE,,10/26/2018 10:24,FALSE,FALSE,"(32.66838, -97.35564)"
180095782,,CAMP BOWIE WEST,BLVD,3300,,WEST LOOP 820 SOUTH SR NB,LOOP,,TRUE,SERVICE ROAD,10/26/2018 14:30,FALSE,FALSE,"(32.72453, -97.47756)"
18-95658,W,121,FWY,0,,,,,FALSE,SYLVANIA,10/26/2018 7:00,FALSE,TRUE,"(0, 0)"
18-96338,,BENBROOK,HWY,7500,,KERMIT,AVE,,TRUE,,10/28/2018 15:41,FALSE,FALSE,"(32.71426, -97.44519)"
18-97255,W,LOOP 820 SOUTH,LOOP,9500,,WESTPOINT,BLVD,,FALSE,WESTPOINT BLVD,10/31/2018 8:00,FALSE,TRUE,"(0, 0)"
18-97296,,SOUTHWESTLOOP 820,HWY,4600,S,HULEN,ST,,TRUE,,10/31/2018 10:42,FALSE,TRUE,"(0, 0)"
18-95659,,WEST FWY,,0,,SUMMIT,AVE,,FALSE,,10/26/2018 7:01,FALSE,FALSE,"(32.74277, -97.34017)"
180095679,W,LONG,AVE,2600,NW,32ND,ST,LR,TRUE,LR,10/26/2018 8:32,FALSE,TRUE,"(32.81012, -97.30488)"
18-97341,,OVERTON RIDGE,BLVD,5100,,OVERTON RIDGE,BLVD,PARKING LOT,FALSE,PARKING LOT,10/31/2018 13:13,FALSE,TRUE,"(32.67667, -97.40455)"
18-97321,SW,SOUTHWEST LOOP 820,LOOP,5000,,GRANBURY,RD,,TRUE,,10/31/2018 11:20,FALSE,TRUE,"(0, 0)"
18-90074,NW,LOOP 820 WB,FWY,4700,,OLD DECATUR,RD,,FALSE,,10/7/2018 2:45,FALSE,FALSE,"(32.83338, -97.37177)"
180095760,NW,28TH,ST,2800,,CLINTON,AVE,,TRUE,,10/26/2018 14:27,FALSE,FALSE,"(32.79514, -97.34403)"
18-89390,E,MULKEY,ST,0,,EVANS,AVE,,FALSE,,10/4/2018 18:52,FALSE,FALSE,"(32.71562, -97.3171)"
18-89614,,STATE HWY 121,,300,N,RIVERSIDE,DR,,FALSE,,10/5/2018 16:01,FALSE,FALSE,"(32.76881, -97.30107)"
18-89835,,BASSWOOD,BLVD,7400,N,RIVERSIDE,DR,,TRUE,,10/6/2018 10:05,FALSE,FALSE,"(32.8728, -97.30195)"
18-90127,E,LOOP 820 FWY,LOOP,2600,E,LOOP 820 SB CRAIG,RAMP,,FALSE,,10/7/2018 11:34,FALSE,FALSE,"(0, 0)"
18-89476,,E IH 20,FWY,5800,,EAST LOOP 820 SOUTH,FWY,,FALSE,,10/5/2018 6:35,FALSE,TRUE,"(0, 0)"
18-89513,,NORTH,FWY,2101,E,4TH,ST,,FALSE,,10/5/2018 9:57,FALSE,FALSE,"(32.76616, -97.31866)"
18-89511,,MEACHAM,BLVD,4600,,GOLD SPIKE,,,TRUE,,10/5/2018 9:50,FALSE,FALSE,"(32.82654, -97.35421)"
18-89620,,CAMP BOWIE,BLVD,3400,,MARQUITA,DR,,TRUE,,10/5/2018 16:23,FALSE,FALSE,"(0, 0)"
18-90509,,MC CART,AVE,180,,SOUTHWEST LOOP 820,FWY,,FALSE,,10/8/2018 17:03,FALSE,FALSE,"(32.66695, -97.39956)"
18-89631,,SOUTH FWY NB,FWY,700,E,HATTIE,ST,,FALSE,,10/5/2018 16:55,FALSE,FALSE,"(32.73524, -97.32057)"
180089626,E,LANCASTER,AVE,2201,,I.M. TERRELL,WAY,CONCRETE,FALSE,CONCRETE,10/5/2018 16:37,FALSE,TRUE,"(32.7467, -97.34348)"
18-95653,,SOUTH,FWY,1100,E,VICKERY,BLVD,,FALSE,,10/26/2018 5:42,FALSE,TRUE,"(32.74092, -97.32031)"
18-95792,,BRYANT IRVIN,RD,2526,,RIVER PARK,RD,,TRUE,,10/26/2018 15:43,FALSE,FALSE,"(32.73076, -97.41339)"
180095757,N,MAIN,ST,100,NE,28TH,ST,MAIN PROPER LANE,FALSE,,10/26/2018 13:35,FALSE,FALSE,"(32.79639, -97.34946)"
18-95644,,POST OAK,BLVD,13900,,TRINITY,BLVD,,FALSE,,10/26/2018 3:16,FALSE,FALSE,"(32.81847, -97.6924)"
18-95648,,ALTA MERE,DR,7200,,CAMP BOWIE WEST,DR,,TRUE,,10/26/2018 4:00,FALSE,TRUE,"(32.72167, -97.44103)"
18-97037,,EVANS,AVE,900,E,BERRY,ST,,TRUE,,10/30/2018 15:29,FALSE,FALSE,"(32.70743, -97.31852)"
18-95927,,CAMP BOWIE,BLVD,2500,,MERRICK,ST,,FALSE,,10/27/2018 23:00,FALSE,TRUE,"(32.73535, -97.39965)"
18-94621,,TANNER,AVE,3240,,FRANCIS,AVE,,FALSE,,10/22/2018 20:56,FALSE,FALSE,"(32.72664, -97.45576)"
18-89133,,NORTHWEST LOOP 820,,0,,NAVAJO,TRL,,FALSE,,10/4/2018 2:20,FALSE,FALSE,"(32.79873, -97.43876)"
18-97349,,CLIFFORD,ST,9600,,WHITE SETTLEMENT,RD,,TRUE,,10/31/2018 13:16,FALSE,FALSE,"(32.76347, -97.48246)"
18-89607,,RAMEY,AVE,2600,E,LOOP 820 SOUTH SR,,,TRUE,,10/5/2018 15:16,FALSE,FALSE,"(32.72048, -97.22808)"
18-76029,,HERITAGE TRACE,PKWY,9600,N,BEACH,ST,,FALSE,,10/6/2018 19:31,FALSE,FALSE,"(32.91481, -97.28793)"
18-89634,,EAST,FWY,300,,INDUSTRIAL,AVE,INTERSTATE 30,FALSE,LOCAL ROAD,10/5/2018 17:23,FALSE,FALSE,"(32.74499, -97.32417)"
18-97331,,SOUTH EAST,LOOP,5400,,CAMPUS,DR,,TRUE,,10/31/2018 12:30,FALSE,TRUE,"(0, 0)"
18-97233-HR,,SOUTH,FWY,700,E,BERRY,ST,,FALSE,,10/31/2018 7:00,FALSE,TRUE,"(32.70439, -97.32071)"
180096893,,ALTAMESA,BLVD,6700,,CROWLEY,RD,,FALSE,,10/30/2018 6:37,FALSE,TRUE,"(32.64891, -97.34765)"
18-97224,,CROWLEY,RD,2000,N,CROWLEY CLEBURNE,RD,,FALSE,,10/31/2018 5:53,FALSE,FALSE,"(32.60739, -97.35147)"
18-97232,E,ALTAMESA,BLVD,6400,,SOUTH,FWY,,TRUE,,10/31/2018 12:00,FALSE,FALSE,"(32.65341, -97.32241)"
18-97420,,EDGECLIFF,RD,0,,SANDRA,DR,,FALSE,,10/31/2018 17:12,FALSE,FALSE,"(32.66163, -97.35562)"
18-96789,,GREEN OAKS,RD,6800,,RIDGMAR MEADOW,RD,,FALSE,,10/29/2018 19:12,FALSE,FALSE,"(32.74686, -97.43281)"
18-94673,N,SOUTH,FWY,0,,,,,FALSE,,10/23/2018 3:53,FALSE,TRUE,"(32.73942, -97.32032)"
18-97443,,HIGHWAY 114,,16000,,DOUBLE EAGLE,BLVD,,FALSE,,10/31/2018 17:11,FALSE,FALSE,"(33.2666, -97.2908)"
18-97455,NW,21ST,ST,2000,,JACKSBORO,HWY,,FALSE,,10/31/2018 19:35,FALSE,TRUE,"(32.78117, -97.36838)"
18-97445,,JACKSBORO,HWY,0,,EPHRIHAM,AVE,PAVED CONCRETE,FALSE,PAVED CONCRETE,10/31/2018 18:40,FALSE,FALSE,"(32.78563, -97.38336)"
18-94347,,NORTHWEST LOOP 820 FWY W,,4400,,HUFFINES,BLVD,,FALSE,,10/22/2018 0:20,FALSE,FALSE,"(32.82023, -97.39929)"
180097469,NE,LOOP 820,FWY,199,,MARK IV NE LOOP 820,PKWY,PUBLIC ROADWAY,FALSE,,10/31/2018 20:40,FALSE,FALSE,"(32.84055, -97.33063)"
18-97345,,HEMPHILL,ST,700,W,RICHMOND,AVE,,FALSE,,10/31/2018 13:00,FALSE,FALSE,"(32.72328, -97.33158)"
180092473,NW,28TH,ST,2700,,ELLIS,AVE,ASPHALT,TRUE,ASPHALT,10/15/2018 15:29,FALSE,FALSE,"(32.79524, -97.34972)"
18-97424,NE,28TH,ST,2800,,MESQUITE,RD,,TRUE,,10/31/2018 17:35,FALSE,FALSE,"(32.79512, -97.2946)"
180094278,,HEMPHILL,ST,0,E,SEMINARY,DR,,TRUE,,10/21/2018 17:45,FALSE,TRUE,"(0, 0)"
18-95954,E,LOOP 820,FWY,6800,,RANDOL MILL,RD,,FALSE,,10/27/2018 1:05,FALSE,TRUE,"(32.78562, -97.21254)"
18-94332,,NORTH SOUTH FWY SB,,0,,,,,FALSE,,10/21/2018 22:50,FALSE,FALSE,"(32.75724, -97.31909)"
18-96009,,SOUTH,FWY,825,E,ALLEN,AVE,,FALSE,,10/27/2018 8:54,FALSE,FALSE,"(32.71989, -97.32068)"
18-95546,,HANDLEY,DR,6600,,YOLANDA,ST,LOCAL ROAD,TRUE,LOCAL ROAD,10/25/2018 18:20,FALSE,FALSE,"(32.75251, -97.21568)"
18-97141,,FAA,BLVD,4500,,AMERICAN,BLVD,LOCAL ROAD,TRUE,LOCAL ROAD,10/30/2018 21:00,FALSE,FALSE,"(32.8321, -97.06951)"
18-97396,,NORTH SOUTH,FWY,1600,E,1ST,ST,,FALSE,,10/31/2018 15:49,FALSE,FALSE,"(32.7631, -97.31881)"
18-90246,W,BAILEY BOSWELL,RD,8600,,AXIS DEER RUN,,PAVED CONCRETE,TRUE,PAVED CONCRETE,10/7/2018 20:40,FALSE,FALSE,"(32.88101, -97.41841)"
18-92620,,HENDERSON,ST,1000,W,7TH,ST,,TRUE,,10/16/2018 5:11,FALSE,TRUE,"(32.75141, -97.33741)"
18-97575,W,IH 20 EB,HWY,4500,,BRYANT IRVIN,RD,,FALSE,,11/1/2018 8:30,FALSE,TRUE,"(0, 0)"
18-97572,,VICKERY,BLVD,800,S,COLLARD,ST,,TRUE,,11/1/2018 8:15,FALSE,FALSE,"(32.73589, -97.27884)"
18-96157,,MARTIN LUTHER KING,FWY,2000,E,VICKERY,BLVD,,TRUE,,10/27/2018 21:54,FALSE,TRUE,"(32.73702, -97.29964)"
18-96181,,LONG,AVE,3221,,CLINTON,AVE,,FALSE,,10/27/2018 23:47,FALSE,FALSE,"(32.80527, -97.34893)"
18-94293,,IH 20,,4400,S,HULEN,ST,,FALSE,HULEN UNDERPASS,10/21/2018 19:35,FALSE,FALSE,"(32.86556, -97.2911)"
18-97610,S,HULEN,ST,4600,SW,LOOP 820,LOOP,,TRUE,,11/1/2018 10:10,FALSE,FALSE,"(32.67902, -97.39432)"
18-97360,,JACKSBORO,HWY,7600,,LOVE,CT,,FALSE,,10/31/2018 13:55,FALSE,FALSE,"(32.82126, -97.44686)"
180097673,,SAN JOAQUIN,TRL,2700,,PERDIDO,TRL,,FALSE,,10/31/2018 20:30,FALSE,TRUE,"(32.79606, -97.18386)"
18-97076,,HENDERSON,ST,1100,,RIO GRANDE,AVE,,TRUE,,10/30/2018 17:20,FALSE,FALSE,"(32.73, -97.33767)"
18-94253,E,BERRY,ST,3000,,SOUTH FWY SR SB,,,FALSE,,10/21/2018 16:30,FALSE,TRUE,"(32.70586, -97.3323)"
180094249,,COOKS,LN,8000,W,,,,FALSE,,10/21/2018 16:30,FALSE,TRUE,"(32.76176, -97.18322)"
18-97063,,30,,2600,,DALE,LN,,FALSE,,10/30/2018 16:30,FALSE,FALSE,"(32.9066, -97.29876)"
18-88949,E,VICKERY,BLVD,100,,SOUTH,FWY,,TRUE,,10/3/2018 14:14,FALSE,FALSE,"(32.74371, -97.3308)"
18-97563,,OAKLAND,BLVD,4100,,BENMAR,ST,ASPHALT,TRUE,ASPHALT,11/1/2018 7:55,FALSE,FALSE,"(32.75515, -97.2617)"
18-94195,W,GAMBRELL,ST,4500,,MAY,ST,,FALSE,,10/21/2018 12:50,FALSE,FALSE,"(32.68152, -97.33052)"
18-90053,,SOUTHWEST LOOP 820,FWY,4500,,CHISHOLM TRL FRONTAGE,RD,CONCRETE,TRUE,CONCRETE,10/7/2018 1:59,FALSE,FALSE,"(32.68427, -97.41109)"
18-89533,,WEST,FWY,2720,,LAS VEGAS,TRL,,FALSE,,10/5/2018 11:25,FALSE,FALSE,"(32.73822, -97.45914)"
18-90362,SE,820,LOOP,5300,,SAUNDERS,RD,PUBLIC ROADWAY,FALSE,,10/8/2018 8:56,FALSE,TRUE,"(32.67646, -97.24106)"
18090411,,MERIDA,AVE,2600,W,BERRY,ST,,TRUE,,10/8/2018 11:55,FALSE,FALSE,"(32.70694, -97.35553)"
18-90394,,WEST,FWY,3000,,CHAPEL CREEK,BLVD,,FALSE,,10/8/2018 10:35,FALSE,FALSE,"(32.72838, -97.50633)"
18-90425,E,RENDON CROWLEY,RD,0,,SOUTH,FWY,,FALSE,,10/8/2018 12:40,FALSE,FALSE,"(32.57853, -97.31254)"
18-89843,,JIM WRIGHT HWY,,2800,,LAS VEGAS,TRL,,TRUE,,10/6/2018 10:45,FALSE,TRUE,"(0, 0)"
18-94874,E,IH20,FWY,0,,WICHITA,ST,,FALSE,,10/23/2018 17:11,FALSE,FALSE,"(0, 0)"
18-94204,,YUCCA,AVE,1200,,BLUEBONNET,DR,,TRUE,,10/21/2018 12:28,FALSE,FALSE,"(32.78082, -97.31934)"
18-93536,,GRANBURY,RD,4700,,WELCH,AVE,,TRUE,,10/19/2018 6:59,FALSE,TRUE,"(32.66645, -97.39124)"
18-94865,,SOUTH,FWY,100,,ALTAMESA,BLVD,,FALSE,,10/23/2018 17:30,FALSE,TRUE,"(32.66046, -97.32141)"
18-97120,,SOUTH FREEWAY,FWY,400,E,SEMINARY,DR,CONCRETE,FALSE,,10/30/2018 19:08,FALSE,FALSE,"(0, 0)"
18-94841,N,POST OAK E,BLVD,13700,,TRINITY,BLVD,,FALSE,,10/23/2018 16:40,FALSE,TRUE,"(0, 0)"
18-94580,,SOUTH,FWY,100,,SOUTHEAST LOOP 820,FWY,,FALSE,,10/22/2018 17:15,FALSE,FALSE,"(32.66376, -97.32111)"
18-94842,E,IH 20 WB,FWY,0,,OAK GROVE,RD,,FALSE,,10/23/2018 16:36,FALSE,FALSE,"(0, 0)"
18-94206,E,VICKERY,ST,1400,E,BESSIE,ST,,TRUE,,10/21/2018 14:20,FALSE,FALSE,"(32.74017, -97.30809)"
18-90115,,UNIVERSITY,DR,3000,,WEST FREEWAY,,,TRUE,,10/7/2018 10:32,FALSE,FALSE,"(32.73461, -97.3614)"
18-88919,,SOUTHWEST,LOOP,5100,,TRAIL LAKE,DR,,TRUE,,10/3/2018 10:30,FALSE,FALSE,"(32.88163, -97.30284)"
18-89358,E,HARMON,RD,8600,,BLUE MOUND,RD,PUBLIC ROAD,FALSE,PUBLIC ROAD,10/4/2018 18:23,FALSE,TRUE,"(32.89437, -97.34605)"
18-89406,,MITCHELL,BLVD,100,,MITCHELL NB BERRY WB,RAMP,,FALSE,,10/4/2018 21:20,FALSE,FALSE,"(32.70754, -97.28882)"
18-90250,,EVERMAN,PKWY,1200,,MARLENE,DR,,TRUE,,10/8/2018 20:20,FALSE,FALSE,"(32.63084, -97.34264)"
18-88964,,NORTH,FWY,1800,E,NORTHSIDE,DR,FREEWAY,FALSE,LOCAL ROAD,10/3/2018 14:50,FALSE,FALSE,"(32.78704, -97.32084)"
18-89320,,CLEVELAND-GIBBS,RD,15500,,LANDING CREEK,LN,,TRUE,,10/4/2018 16:43,FALSE,FALSE,"(33.1307, -97.26596)"
18-89344,,,,4900,,AMON CARTER,BLVD,,FALSE,,10/4/2018 17:00,FALSE,TRUE,"(0, 0)"
18-89074,,DEVONSHIRE,DR,8700,,RUNNING RIVER,LN,,FALSE,,10/3/2018 11:51,FALSE,TRUE,"(32.89708, -97.34201)"
18-89233,,ARBOR,AVE,5100,,ERATH,ST,,TRUE,,10/4/2018 11:23,FALSE,FALSE,"(0, 0)"
18-89005,,SUMMERFIELDS,BLVD,8000,N,BEACH,ST,,TRUE,,10/3/2018 16:45,FALSE,FALSE,"(32.88583, -97.29036)"
18-89354,N,CAYLOR,RD,9000,,TIMBERLAND,BLVD,,TRUE,,10/4/2018 18:30,FALSE,FALSE,"(32.95658, -97.26997)"
18-89274,,NORTHWEST LOOP 820 SR,,4700,,MARINE CREEK,PKWY,,TRUE,,10/4/2018 14:00,FALSE,TRUE,"(32.82549, -97.38796)"
18-89338,,EAST LOOP,,1100,,SUN VALLEY,,,TRUE,,10/4/2018 17:53,FALSE,TRUE,"(32.67461, -97.24071)"
18-89009,E,BELKNAP,ST,400,N,SYLVANIA,AVE,PARKING LOT,FALSE,LOCAL ROAD,10/3/2018 16:00,FALSE,TRUE,"(32.7692, -97.30986)"
18-89279,S,JENNINGS,AVE,400,,HAWTHORNE,AVE,,FALSE,,10/4/2018 14:37,FALSE,FALSE,"(32.72026, -97.32988)"
18-89326,,NORTH,FWY,2400,,ALLIANCE GATEWAY,FWY,,TRUE,,10/4/2018 16:38,FALSE,FALSE,"(32.96215, -97.31035)"
18-89394,,,,5000,,,,,FALSE,,10/4/2018 20:41,FALSE,TRUE,"(32.83813, -97.05733)"
18-89359,S,US 287 SB,,4600,,VILLAGE CREEK,RD,,FALSE,,10/4/2018 18:16,FALSE,FALSE,"(32.69537, -97.25534)"
18-89339,,WESTPORT,PKWY,13000,,INDEPENDENCE,PKWY,,TRUE,,10/4/2018 17:15,FALSE,FALSE,"(32.97185, -97.24832)"
18-89378,E,BERRY,ST,3000,,SOUTH,FWY,,TRUE,,10/4/2018 18:30,FALSE,FALSE,"(32.70585, -97.33099)"
18-89166,S,S US HWY 287,HWY,2200,E,VICKERY,BLVD,,FALSE,,10/4/2018 8:35,FALSE,TRUE,"(32.73609, -97.29881)"
18-89031,,CROWN OAKS,DR,9400,,CASTLEWOOD,DR,,FALSE,,10/3/2018 17:10,FALSE,FALSE,"(32.90596, -97.36789)"
18-89520,N,FREEWAY,,2500,NE,28TH,ST,,FALSE,,10/5/2018 10:19,FALSE,FALSE,"(32.7959, -97.32259)"
18-89195,,CALHOUN,ST,300,E,2ND,ST,,TRUE,,10/4/2018 9:40,FALSE,FALSE,"(32.75687, -97.33072)"
18-89159,,HOUSTON,ST,200,W,4TH,ST,,TRUE,,10/4/2018 7:55,FALSE,FALSE,"(32.75446, -97.33218)"
18-89502,,EASTCHASE IH 30 EB,RAMP,1366,,EASTCHASE,PKWY,,FALSE,,10/5/2018 9:14,FALSE,FALSE,"(32.75983, -97.16446)"
18-89023,,EAST,FWY,1900,,BEACH,ST,FREEWAY,FALSE,LOCAL ROAD,10/3/2018 16:50,FALSE,FALSE,"(32.74902, -97.29629)"
18-89666,,SYCAMORE SCHOOL RD,,8000,,CROWLEY,RD,LOCAL ROAD,FALSE,LOCAL ROAD,10/5/2018 19:01,FALSE,FALSE,"(32.63484, -97.34996)"
18-89029,,RANDOL MILL,RD,110,,EAST LOOP 820 NORTH,RAMP,,TRUE,,10/3/2018 17:50,FALSE,FALSE,"(32.77833, -97.21169)"
18-89187,,MCCART,AVE,2600,,WALTON,AVE,,FALSE,,10/4/2018 9:30,FALSE,FALSE,"(0, 0)"
18-89718,,MANSFIELD HWY,HWY,5900,,HARTMAN,RD,PAVED,FALSE,PAVED,10/5/2018 18:56,FALSE,FALSE,"(32.67361, -97.25905)"
18-89512,,EAST LOOP 820 SOUTH NB RAMEY,RAMP,0,,EAST LOOP 820 SOUTH NB RAMEY,RAMP,2201 EAST LOOP 820 SOUTH NB,TRUE,EAST LOOP 820 SOUTH NB RAMEY,10/5/2018 9:41,FALSE,TRUE,"(32.72452, -97.22504)"
18-89034,,KING OAKS,LN,4300,,KINGS CIR S,,PAVEMENT,FALSE,PAVEMENT,10/3/2018 17:33,FALSE,FALSE,"(32.76944, -97.28425)"
180089655,,MEADOWBROOK,DR,2500,,HAYNES,AVE,,TRUE,,10/5/2018 18:27,FALSE,FALSE,"(32.7434, -97.26798)"
18-89494,,SOUTH,FWY,600,E,HATTIE,ST,IH35 FWY SB,FALSE,LOCAL ROAD,10/5/2018 7:59,FALSE,FALSE,"(32.73524, -97.32057)"
18-89694,,SOUTH,FWY,700,E,FELIX,ST,IH 35 NB,FALSE,LOCAL STREET,10/5/2018 20:58,FALSE,FALSE,"(32.67693, -97.32053)"
180090166,,JANICE,LN,7300,,BEATY,ST,LOCAL ROAD,TRUE,LOCAL ROAD,10/7/2018 15:05,FALSE,FALSE,"(32.74098, -97.20157)"
18-89733,N,NORTH,FWY,2572,,MEACHAM,BLVD,,TRUE,,10/5/2018 22:38,FALSE,FALSE,"(32.83291, -97.31309)"
18-89649,,BLUE MOUND,RD,770,E,BONDS RANC,RD,,FALSE,,10/5/2018 17:49,FALSE,FALSE,"(32.92039, -97.34881)"
180089642,NW,LOOP,HWY,5900,,QUEBEC,ST,,TRUE,,10/5/2018 17:40,FALSE,TRUE,"(0, 0)"
18-89646,,GOLDEN TRIANGLE,BLVD,10800,,RAY WHITE,RD,PUBLIC ROAD,FALSE,PUBLIC ROAD,10/5/2018 17:05,FALSE,TRUE,"(32.9324, -97.2701)"
180089641,,,,1800,,BEACH,ST,,FALSE,,10/5/2018 17:18,FALSE,FALSE,"(32.74934, -97.29331)"
180089602,E,LOOP 820,FWY,6000,,TALLIE,RD,,FALSE,,10/5/2018 15:24,FALSE,FALSE,"(32.72127, -97.22573)"
180089582,,CRAIG,ST,2899,,MEADERS,AVE,,TRUE,,10/5/2018 13:46,FALSE,TRUE,"(32.73775, -97.22978)"
18-89605,,MILLER,AVE,4100,,M,AVE,,TRUE,,10/5/2018 15:16,FALSE,FALSE,"(32.72404, -97.26213)"
18-89564,,BRYANT IRVIN,RD,7500,,OAKMONT,BLVD,,FALSE,,10/5/2018 12:40,FALSE,TRUE,"(32.66423, -97.42119)"
18-89565,E,LOOP 820 NORTH,FWY,7900,,TRINITY,BLVD,,TRUE,,10/5/2018 13:07,FALSE,FALSE,"(0, 0)"
18090445,,BRYANT IRVIN,RD,0,,,,,FALSE,,10/9/2018 14:15,FALSE,FALSE,"(32.68642, -97.41359)"
18-89000,,NOLAN,ST,3300,,MOBERLY,ST,,TRUE,,10/3/2018 16:10,FALSE,FALSE,"(32.6892, -97.2763)"
180089597,E,JESSAMINE,ST,2400,,ASH CRESCENT,AVE,,TRUE,,10/5/2018 15:00,FALSE,FALSE,"(32.71819, -97.30352)"
18-89610,E,BELKNAP,ST,800,,BONNIE BRAE,ST,,TRUE,,10/5/2018 14:40,FALSE,TRUE,"(32.77464, -97.29949)"
18-89616,W,SEMINARY,DR,4300,,HEMPHILL,ST,,FALSE,,10/5/2018 15:35,FALSE,FALSE,"(32.68435, -97.32062)"
18-89495,N,FREEWAY,,6300,,SANDSHELL,DR,,FALSE,,10/5/2018 8:34,FALSE,FALSE,"(32.85547, -97.31343)"
18-89585,,WEBER,ST,1600,,JASPER,ST,,TRUE,,10/5/2018 14:50,FALSE,FALSE,"(32.81553, -97.33458)"
18-89577,,NORTH,FWY,0,,,,,FALSE,,10/5/2018 14:20,FALSE,FALSE,"(32.78046, -97.32033)"
18-89625,,MILLER,AVE,4100,,WILBARGER,ST,,TRUE,,10/5/2018 16:21,FALSE,FALSE,"(32.69975, -97.26293)"
18-89596,,GODDARD,ST,200,N,BEACH,ST,,FALSE,,10/5/2018 14:25,FALSE,FALSE,"(32.76717, -97.28669)"
18-89633,,NORTH,FWY,0,,TIMBERLAND,BLVD,,FALSE,,10/5/2018 13:55,FALSE,TRUE,"(32.94424, -97.31188)"
18-88907,W,TERRELL,AVE,900,,5TH,AVE,,TRUE,,10/3/2018 11:00,FALSE,FALSE,"(32.7355, -97.31099)"
18-89704,,UNIVERSITY,DR,2100,,IH 30 EB UNIVERSITY SB,RAMP,,FALSE,,10/5/2018 20:30,FALSE,FALSE,"(32.73461, -97.3614)"
18-89692,,NORTH,FWY,2600,,NORTHERN CROSS,BLVD,,FALSE,,10/5/2018 20:43,FALSE,FALSE,"(32.829, -97.31263)"
18-89874,NW,28TH,ST,2700,,KEARNEY,AVE,,FALSE,,10/6/2018 2:28,FALSE,TRUE,"(32.79515, -97.30688)"
18-89750,,AVE N,,2200,,S AYERS,AVE,,FALSE,,10/6/2018 0:15,FALSE,FALSE,"(0, 0)"
180090255,E,LOOP 820,FWY,7800,,TRINITY,BLVD,,FALSE,,10/7/2018 20:53,FALSE,FALSE,"(32.8, -97.2121)"
